SimFin ID,Company,Ticker,ISIN,Revenues,EBIT,Net income,FCF,P/E,ROA,Price Close,MCAP,Volume (SMA 2m),COGS,Avg. shares basic,Gross Profit,Op. Exp.,SG&A,R&D,EBITDA,ST debt,Cur. assets,Debt,Equity,Chg. WC,Op. CF,Inv. CF,Net Cash from Equity,Fin. CF,Gross Margin,Operating Margin,Net Margin,ROE,FCF/Net inc.
378168,Interpublic Group,IPG,US4606901001,9442100000,1401700000,747000000,2554600000,19.32938,0.04313,36.99,14550965220,3507698.78571,-7666500000,391350000,1775600000,-373900000,-89900000,,1685700000,827699999,8782500000,5115099999,3183500000,944300000,2429800000,-166000000,14500000,-1038400000,0.18805,0.14845,0.07911,0.23465,3.41981
378169,Intl Flavors & Fragrances,IFF,US4595061015,8092149000,412818000,138417000,1042989000,195.9049,0.00339,135.21,33676039574,1137500.45238,-5389992000,171097250,2702157000,-2289339000,-1351712000,-497006000,1141934000,616000000,6297000000,11970000000,21900000000,127316000,1203702000,-79861000,5000000,-723981000,0.33392,0.05101,0.01711,0.00632,7.53512
183557,INTUIT INC,INTU,US4612021034,9633000000,2500000000,2062000000,3293000000,73.29663,0.1329,561.85,153436700309,1026216.40476,-1633000000,267250000,8000000000,-5500000000,-3626000000,-1678000000,2863000000,,5157000000,2034000000,9869000000,-11000000,3250000000,-3965000000,-809000000,-3176000000,0.83048,0.25952,0.21406,0.20894,1.59699
103498,INTUITIVE SURGICAL INC,ISRG,US46120E6023,5162900000,1614200001,1622600001,1402300002,75.35399,0.13195,345.76,123174517789,1399106.42857,-1616499999,353625000,3546400001,-1932200000,-1305300000,-626900000,1910500001,,6016600000,0,10879500000,-375699999,1922400001,-2341899999,274200000,1500000,0.6869,0.31265,0.31428,0.14914,0.86423
378170,Invesco Ltd.,IVZ,BMG491BT1088,6508799999,1546300001,1038900001,2285400001,11.65698,0.03125,26.25,12113091086,4333788.02381,-3958499999,461350000,2550300000,-1003999999,-462000000,,1755000001,,7769000000,8834500000,15790500000,223900000,1450200000,-337100000,-59800000,-702100000,0.39182,0.23757,0.15961,0.06579,2.19983
963379,Invitae Corp,NVTA,US46185L1035,389092000,-699410000,-312946000,-807632000,-17.5791,-0.06265,31.54,6302867149,3212237.66667,-279723000,174423250,109369000,-808779000,-511993000,-296786000,-639598000,2422000,1644003000,1698595000,2653985000,-3009000,-394593000,-672225000,723423000,2010292000,0.28109,-1.79754,-0.8043,-0.11792,2.58074
949710,Invitation Homes Inc.,INVH,US46187W1071,1890142000,495025000,220640000,,101.27978,0.01262,39.89,22686182720,3602133.42857,-708116000,565006178,1182026000,-687001000,-71429000,,1065043000,7373988000,368144000,8014437000,8619676000,-22755000,770878000,-618527000,182925000,-579820000,0.62536,0.2619,0.11673,0.0256,
378171,Iron Mountain Incorporated,IRM,US46284V1017,4298096000,842881000,606692000,1636316000,21.34477,0.04238,44.9,12996698683,1433819.66667,-1810216000,288706000,2487880000,-1644999000,-987037000,,1181947000,106274000,1390608000,8867002000,1212402000,93408000,937785000,251420000,2030000,-1774550000,0.57883,0.19611,0.14115,0.5004,2.69711
1253405,"JD.com, Inc.",JD,US47215P1066,108057846517,1549433510,7158197359,4638448137,32.79657,0.11229,77.69,241860272885,13051460.19048,-92249393982,3021808985,15808452535,-14259019025,-4863169605,-2339798181,2428614596,,35445965900,2383685766,33455988334,2706075338,6164119997,-17196770460,,19118131764,0.1463,0.01434,0.06624,0.21396,0.64799
378180,Jefferies Financial Group Inc.,JEF,US47233W1099,8756052000,3132045000,1546707000,7603732000,6.45921,0.02668,34.93,9023575989,1488470.09524,-360554000,286014841,8395498000,-5263453000,-1145497000,,3278910000,475834000,9344587000,13430676000,10254875000,3826388000,933402000,-151586000,-451715000,1021882000,0.95882,0.3577,0.17664,0.15083,4.91608
89661,JOHNSON & JOHNSON,JNJ,US4781601046,89190000000,22917000000,17767000000,31987000000,24.40557,0.1007,164.75,433851991494,5569609.04762,-29436000000,2631950000,59754000000,-36837000000,-23393000000,-13444000000,30408000000,3173000000,53769000000,33483000000,69580000000,1885000000,26114000000,-13326000000,-1924000000,-9852000000,0.66996,0.25695,0.1992,0.25535,1.80036
360440,JOHNSON CONTROLS INC,JCI,IE00BY7QL619,23230000000,2476000000,1809000000,4504000000,29.84837,0.04293,74.59,53459778638,3278269.57143,-15387000000,723900000,7843000000,-5367000000,-5367000000,,3309000000,461000000,10310000000,7779000000,18997000000,1101000000,3002000000,-835000000,-1545000000,-3158000000,0.33762,0.10659,0.07787,0.09523,2.48977
243510,JPMORGAN CHASE & CO,JPM,US46625H1005,121116000000,59520000000,46060000000,,10.53069,0.0125,157.68,477317560700,9806933.97619,,3076125000,,,,,67861000000,481242000000,,781168000000,286386000000,-125801000000,-73220000000,-45206000000,-8225000000,326177000000,,0.49143,0.3803,0.16083,
385619,JUNIPER NETWORKS INC,JNPR,US48203R1041,4607500000,431900000,207100000,467400000,44.35911,0.02374,27.9,9039600000,3041866.64286,-1935200000,327700000,2672300000,-2240400000,-1255000000,-985400000,659200000,,2646100000,1694400000,4340900000,-74800000,679200000,-457800000,-362900000,-747300000,0.57999,0.09374,0.04495,0.04771,2.25688
99395,KANSAS CITY SOUTHERN,KSU,US4851703029,2808500000,1090000000,129800000,1133300000,199.58095,0.01249,277.46,25206643629,1011429.80952,-1356099999,92438625,1452400001,-362400001,,,1452400000,8500000,812000000,3780200000,4116400000,45900000,1061799999,-505800000,-669300000,-850700000,0.51714,0.38811,0.04622,0.03153,8.73112
1333029,KE Holdings Inc.,BEKE,US4824971042,70480978000,3077859000,720466000,5165320709,17.5926,0.00691,17.08,19590065903,15619054.7619,-53621121000,742088286,16859857000,-13781998000,-11304087000,-2477911000,3247953591,,87539101000,0,66792516000,433398749,1356435150,-2170078850,4582826315,3681063691,0.23921,0.04367,0.01022,0.01079,7.16942
97995,KELLOGG CO,K,US4878361082,14032000000,1772000000,1301000000,1956000000,16.72032,0.07143,59.68,21641674719,2266625.35714,-9256000000,364496250,4776000000,-3004000000,-3004000000,,2249000000,568000000,3747000000,7597000000,3880000000,-78000000,1702000000,-400000000,-150000000,-2023000000,0.34036,0.12628,0.09272,0.33531,1.50346
378130,Keurig Dr Pepper Inc.,KDP,US49271V1008,12183000000,2894000000,1644000000,3537000000,29.89328,0.03266,34.91,49481075195,4573908.30952,-5341000000,1410425000,6842000000,-3948000000,-3949000000,,3413000000,1323000000,2616000000,13044000000,24243000000,35000000,2533000000,-424000000,140000000,-2117000000,0.5616,0.23754,0.13494,0.06781,2.15146
378174,KeyCorp,KEY,US4932671088,7028000000,2851000000,2255000000,-11969000000,8.91185,0.01245,20.76,20112602556,7076113.92857,,968026250,,,,,2897000000,934000000,,14145000000,17941000000,-15519000000,1816000000,-10091000000,-430000000,8008000000,,0.40566,0.32086,0.12569,-5.30776
384594,KIMBERLY CLARK CORP,KMB,US4943681035,18984000000,2811000000,1999000000,2923000000,22.87037,0.11213,135.18,45523498921,1885501.78571,-12661000000,339000000,6323000000,-3512000000,-3584000000,,3571000000,1493000000,5572000000,9084000000,758000000,-169000000,2332000000,-2102000000,-659000000,-1394000000,0.33307,0.14807,0.1053,2.6372,1.46223
378175,Kimco Realty,KIM,US49446R1095,1100557000,352577000,392063000,758083000,23.83755,0.03392,21.72,9414733867,6115497.11905,-186107000,430286500,914450000,-561873000,-98928000,,646025000,,430183000,0,5787999000,161690000,646137000,-175752000,1970000,-442010000,0.8309,0.32036,0.35624,0.06774,1.93357
88392,"KINDER MORGAN, INC.",KMI,US49456B1017,14395000000,4472000000,1714000000,6576000000,21.07903,0.02442,15.96,36142738025,13215074.09524,-4386000000,2263750000,10009000000,-5537000000,-1752000000,,6608000000,2183000000,4283000000,32191000000,31823000000,-243000000,5629000000,-781000000,0,-3429000000,0.69531,0.31066,0.11907,0.05386,3.83664
3308077,KINROSS GOLD CORP,KGC,CA4969024047,4213400000,1248500000,1342400000,1619900000,5.13219,0.12278,5.48,6894388000,11287679.5,-1725700000,1257200000,2487700000,-1239200000,-117900000,,2090800000,563500000,2449700000,2848800000,6663000000,44900000,1957600000,-1249100000,,-67700000,0.59043,0.29632,0.3186,0.20147,1.20672
805180,KKR & Co. Inc.,KKR,US48251W1045,11599589000,4260621000,5458108000,,6.80761,0.02381,66.48,38676650968,2710813.14286,-4382580000,564979121,7217009000,-2956388000,-1028330000,,,,99465528000,37752422000,52499261000,2563778000,-4523062000,-2626323000,-135930000,15377341000,0.62218,0.36731,0.47054,0.10397,
993639,Knight-Swift Transportation Holdings Inc.,KNX,US4990491049,5027082000,717606000,546981000,978734000,16.01921,0.063,51.87,8595429570,1497490.21429,-2171066000,167445500,2856016000,-2138410000,-280202000,,1243760000,72423000,1074877000,426642000,6098053000,-147305000,995789000,-424562000,-190458000,-497911000,0.56813,0.14275,0.10881,0.0897,1.78934
186130,KOHLS Corp,KSS,US5002551043,18454000000,1143000000,727000000,2266000000,11.28204,0.04689,53.26,8320972190,3262546.92857,-11083000000,154000000,7371000000,-6228000000,-5316000000,,1992000000,117000000,5658000000,3932000000,5219000000,619000000,2726000000,-321000000,-300000000,-2264000000,0.39943,0.06194,0.0394,0.1393,3.11692
18322823,Koninklijke Philips N.V.,PHG,US5004723038,,,2,,,,47.02,42559132337,1051620.80952,,,,,,,,,,0,,312000000,1625000000,-1783000000,-713000000,-1189000000,,,,,
693432,Kraft Heinz Co,KHC,US5007541064,26389000000,5664000000,2165000000,7824000000,20.65539,0.02231,36.55,44714799821,5300966,-17030000000,1223500000,9359000000,-3695000000,-3695000000,,6592000000,1610000000,11385000000,25155000000,50142000000,635000000,4742000000,2742000000,,-6449000000,0.35466,0.21463,0.08204,0.04318,3.61386
258154,KROGER CO,KR,US5010441013,133440000000,2278000000,1161000000,2242000000,26.544,0.02396,40.94,30444559740,7930520.33333,-104302000000,758250000,29138000000,-26860000000,-24047000000,,5091000000,1547000000,12332000000,14155000000,9258000000,-570000000,4533000000,-2750000000,-1281000000,-2378000000,0.21836,0.01707,0.0087,0.12541,1.93109
101897,LAM RESEARCH CORP,LRCX,US5128071082,14626150000,4482023000,3908458000,4223683000,22.42573,0.24594,60.9,86783109000,13068716.42857,-7820844000,1439245000,6805306000,-2323283000,-829875000,-1493408000,4789174000,11349000,11652387000,5001682000,6027188000,-678741000,3588163000,73271000,-2575817000,-4166982000,0.46528,0.30644,0.26722,0.64847,1.08065
1077538,"Lamb Weston Holdings, Inc.",LW,US5132721045,3670900000,474800000,317800000,651400000,28.36327,0.0755,61.57,9011082399,1253188.95238,-2838900000,146400000,832000000,-357200000,-357200000,,663600000,32000000,1781700000,2737400000,480600000,44500000,553200000,-162500000,-36100000,-974000000,0.22665,0.12934,0.08657,0.66126,2.04972
1076498,LAS VEGAS SANDS CORP,LVS,US5178341070,4101000000,-972000000,-1334000000,-999000000,-21.86048,-0.06546,38.17,29160530614,11583125.33333,-2557000000,764000000,1544000000,-2516000000,-956000000,-49000000,126000000,75000000,5577000000,14450000000,2946000000,-54000000,-395000000,-1070000000,25000000,545000000,0.37649,-0.23702,-0.32529,-0.45282,0.74888
80077,LENNAR CORP /NEW/,LEN,US5260571048,24451857000,4077430000,3381910000,4534414000,9.252,0.10831,98.04,31342008299,1706516.95238,-20005897000,319300429,4445960000,-368530000,-389368000,,4172262000,,21390129000,5894342000,19702098000,-651297000,3598136000,-156235000,-199075000,-2315838000,0.18183,0.16675,0.13831,0.17165,1.34078
705588,LEVI STRAUSS & CO,LEVI,US52736R1023,5030514000,506480000,290942000,700364000,34.79043,0.05247,25.39,10165252878,1593872.7619,-2176339000,398660758,2854175000,-2347695000,-2347695000,,647196000,265146000,2970033000,1528973000,1434022000,152840000,676240000,-151445000,7488000,-756734000,0.56737,0.10068,0.05784,0.20289,2.40723
670717,Liberty Global plc,LBTYA,GB00B8W67662,13102200000,2587800000,10459999999,3861300001,1.61683,0.21543,28.75,16225273036,1336615.59524,-3850500000,574273351,9251700000,-6663900000,-4447100000,,4804600000,982100000,5500900000,15256700000,26550000000,351900000,4539000000,-10673000000,-1037600000,2442700000,0.70612,0.19751,0.79834,0.39397,0.36915
378181,Lilly (Eli) & Co.,LLY,US5324571083,26726300000,6802600000,6070700001,7477200000,34.42324,0.12698,230.1,220671755125,2519453.57143,-6878000000,908184000,19848300000,-13045700000,-6384700000,-6661000000,8248100000,1778500000,17295500000,16515100000,6663500000,-147400000,7094700000,-2754400001,-500000000,-3712200000,0.74265,0.25453,0.22714,0.91104,1.23169
243942,LINCOLN NATIONAL CORP,LNC,US5341871094,18882000000,1922000000,1408000000,,9.24771,0.0037,67.54,12771135088,1187304.5,,191963469,,,,,,300000000,,6634000000,21745000000,-1344000000,-668000000,-7635000000,-290000000,6491000000,,0.10179,0.07457,0.06475,
1117109,LINDE PLC,LIN,IE00BZ12WP82,28954000000,4764000000,3291000000,7191000000,49.302,0.03902,309.32,160910891055,1356108.09524,-16169000000,522864000,12785000000,-8021000000,-3181000000,-143000000,9461000000,5508000000,10446000000,15492000000,47228000000,-70000000,8254000000,-3199000000,-247000000,-7015000000,0.44156,0.16454,0.11366,0.06968,2.18505
682157,"Live Nation Entertainment, Inc.",LYV,US5380341090,1287956000,-1322988000,-1475092000,423123000,-12.54641,-0.12046,86.83,18988265121,1905153.7381,-711109000,214150480,576847000,-1899835000,-1394262000,,-870489000,46481000,5423251000,5341688000,-328836000,1425063000,476961000,-83716000,47324000,289453000,0.44788,-1.0272,-1.1453,4.4858,-0.28685
124743,LKQ CORP,LKQ,US5018892084,12607472000,1426950000,945032000,2135084000,16.36829,0.07598,50.91,15382959745,1513865.28571,-7529658000,302961750,5077814000,-3650864000,-3379117000,,1724478000,90825000,4168534000,2451510000,5918086000,223488000,1463908000,-198932000,-373116000,-1431104000,0.40276,0.11318,0.07496,0.15969,2.25927
103644,LOCKHEED MARTIN CORP,LMT,US5398301094,66814000000,8819000000,7142000000,7722000000,13.31192,0.13709,340.98,94422985101,1183537.21429,-58091000000,278825000,8723000000,,,,10171000000,506000000,20674000000,12171000000,6530000000,-2147000000,6703000000,-1767000000,-1585000000,-5046000000,0.13056,0.13199,0.10689,1.09372,1.08121
849042,LOUISIANA-PACIFIC CORP,LPX,US5463471053,3997000000,1624000000,1252000000,1882000000,5.33856,0.52872,61.04,6958560000,1481184.78571,-2169000000,106500000,1828000000,-204000000,-211000000,,1737000000,,1231000000,346000000,1443000000,-91000000,1310000000,-100000000,-787000000,-874000000,0.45734,0.4063,0.31323,0.86764,1.50319
186050,LOWES COMPANIES INC,LOW,US5486611073,94612000000,11154000000,7009000000,8943000000,21.3757,0.14187,209.03,144739205191,3637613.16667,-63414000000,727000000,31198000000,-20044000000,-18498000000,,12908000000,2344000000,25083000000,24311000000,-175000000,-4393000000,6210000000,-2179000000,-10047000000,-10847000000,0.32975,0.11789,0.07408,-40.05143,1.27593
90670,lululemon athletica inc.,LULU,US5500211090,5524058000,1179818000,826510000,973289047,67.20649,0.18763,426.55,53152621145,1006378.09524,-2340970000,130256250,3183088000,-2003270000,-1994444000,,1386157161,149804368,2275307000,793303676,2671166000,67760000,1243046000,-351702000,-255396558,-289398000,0.57622,0.21358,0.14962,0.30942,1.17759
373834,"Lumen Technologies, Inc.",LUMN,US5502411037,20245000000,3714000000,-942000000,5322000000,-14.84781,-0.01598,12.94,14302744242,12260363.64286,-8718000000,1082705000,11527000000,-7813000000,-3234000000,,8293000000,2595000000,3746000000,31169000000,11706000000,-518000000,6640000000,-2961000000,,-4517000000,0.56938,0.18345,-0.04653,-0.08047,-5.64968
939173,"Lyft, Inc.",LYFT,US55087P1049,2443609000,-1563340000,-1596929000,-1368573000,-10.37735,-0.34933,52.18,17492092680,5176832.09524,-1816938000,323344750,626671000,-2190011000,-1252468000,-937543000,-1416918000,,2602569000,659783000,1364758000,202415000,-537283000,201615000,32259000,-89407000,0.25645,-0.63977,-0.65351,-1.17012,0.857
378183,LyondellBasell,LYB,NL0009434992,35356000000,5112000000,4091000000,3769000000,8.37932,0.1098,92.15,30810717598,1919020.90476,-28951000000,334000000,6405000000,-1293000000,-1171000000,-122000000,6464000000,691000000,12897000000,14173000000,10654000000,-1715000000,4043000000,-3541000000,0,-1767000000,0.18116,0.14459,0.11571,0.38399,0.92129
185124,"Macy's, Inc.",M,US55616P1049,21931000000,1206000000,517000000,2087000000,13.21102,0.02807,21.93,6839274648,18362132.14286,-13309000000,311450000,8622000000,-7416000000,-7416000000,,2137000000,1546000000,7611000000,4841000000,3146000000,-84000000,1621000000,-197000000,-1000000,-611000000,0.39314,0.05499,0.02357,0.16434,4.03675
918211,MAGELLAN MIDSTREAM PARTNERS LP,MMP,US5590801065,2499304000,1052906000,897293000,1350855000,11.85518,0.1082,47.52,10584367200,1184165.83333,-1156099000,223854500,1343205000,-290299000,-197071000,,1296411000,,1022273000,4979687000,2285789000,-7471000,1137080000,17392000,-157282000,-897250000,0.53743,0.42128,0.35902,0.39255,1.50548
378185,Marathon Oil Corp.,MRO,US5658491064,4020172030,39999431,-542000000,1161371416,-17.50738,-0.03045,12,9457836384,15533234.7619,-3279148618,792000000,731577429,-693306293,-267000000,-173000000,1979225972,33000000,2075000000,4908000000,10634000000,-77925669,2040000000,-851000000,-9000000,-741000000,0.18257,0.00996,-0.13515,-0.05097,-2.14275
353184,Marathon Petroleum Corp,MPC,US56585A1025,87706000000,-725000000,7669000000,1412000000,4.98687,0.08133,58.86,38414966934,5270443.80952,-82150000000,650000000,5556000000,-6548000000,-2503000000,,2468000000,70000000,38592000000,28320000000,36693000000,936000000,4483000000,14223000000,-926000000,-7960000000,0.06335,-0.00827,0.08744,0.209,0.18412
10383612,"Maravai LifeSciences Holdings, Inc.",MRVI,US56600D1072,552198000,323653000,136482000,350160000,19.37153,0.08523,46.07,5169216627,1619501.83333,-111036000,57388011,441162000,-117509000,-109453000,-8056000,350481000,7298000,644491000,589507000,333141000,748000,335406000,-26174000,1717473000,-18821000,0.79892,0.58612,0.24716,0.40968,2.56561
11795010,"Marqeta, Inc.",MQ,US57142B1044,402751000,-103915000,-107450000,-52897000,-61.5885,-0.06035,28.2,6617684525,1623247.33333,-455218000,234669664,-52467000,-51448000,-1979000,,-100343000,,1756285000,0,1585986000,49250000,41376000,-11801000,1324996000,1334378000,-0.13027,-0.25801,-0.26679,-0.06775,0.49229
98192,MARRIOTT INTERNATIONAL INC /MD/,MAR,US5719032022,9891000000,961000000,347000000,1578000000,135.24319,0.01416,143.9,46853840000,1952506.47619,-3904000000,326475000,5987000000,-5026000000,-712000000,,1308000000,805000000,2799000000,10188000000,796000000,536000000,260000000,-178000000,2000000,-1703000000,0.6053,0.09716,0.03508,0.43593,4.54755
85544,"MARSH & MCLENNAN COMPANIES, INC.",MMC,US5717481023,18484000000,3697000000,2493000000,5085000000,31.73794,0.07565,155.83,79244530029,1843117.64286,,507750000,,,,,4466000000,516000000,,10773000000,10264000000,-73000000,3554000000,-687000000,-293000000,-3992000000,,0.20001,0.13487,0.24289,2.03971
198029,MARVELL TECHNOLOGY GROUP LTD,MRVL,US5738741041,2968900000,-51630000,-277298000,63225000,,-0.02576,62.1,51145560000,5132346.85714,-1480550000,668772000,1488350000,-1539980000,-467240000,-1072740000,146282000,41390000,1908477000,1192811000,14741197000,-347531000,624209000,-3723584000,40356000,2827458000,0.50131,-0.01739,-0.0934,-0.03287,-0.228
255010,MASCO CORP /DE/,MAS,US5745991068,7992000000,1533000000,528000000,1468000000,27.99176,0.09736,57.23,14524164310,1831403.69048,-5089000000,258250000,2903000000,-1370000000,-1370000000,,1666000000,10000000,3259000000,2960000000,85000000,-286000000,902000000,-146000000,-869000000,-1101000000,0.36324,0.19182,0.06607,6.21176,2.7803
331628,Mastercard Inc,MA,US57636Q1040,16640000000,8813000000,7192000000,9359000000,47.81669,0.20601,343.04,341985271378,3734530.61905,,998750000,,-7827000000,-7187000000,,9453000000,649000000,15079000000,13899000000,6569000000,-1369000000,7638000000,-5955000000,-6081000000,-6644000000,,0.52963,0.43221,1.09484,1.30131
647179,"Match Group, Inc.",MTCH,US57667L1070,2666549000,811921000,588305000,927698000,62.38468,0.13268,157.14,42266226923,4708345.59524,-715640000,255141625,1950909000,-1138988000,-903264000,-191821000,855824000,,634476000,3845555000,-133848000,59760000,863480000,-2328656000,1614536000,1575808000,0.73162,0.30448,0.22062,-4.39532,1.5769
378187,Mattel Inc.,MAT,US5770811025,5158012000,657015000,325786000,663650000,21.80391,0.06216,20.38,7108051395,2514874.35714,-2593440000,348548000,2564572000,-1907557000,-1907557000,,847062000,214000,2173829000,2839333000,527719000,-175274000,510164000,-81173000,,-512924000,0.4972,0.12738,0.06316,0.61735,2.03707
1291791,"Matterport, Inc./DE",MTTR,US5770961002,105093000,-9674000,-10398000,,-517.74699,,22.25,5383533215,3278661.16667,-42007000,241956549,63086000,-72760000,-51077000,-21683000,,8215000,62273000,0,-120479834,1117000,-3597000,-4884000,-437012,50462000,0.60029,-0.09205,-0.09894,,
243628,MCDONALDS CORP,MCD,US5801351017,21744400000,9641700000,6896300000,12214899999,26.21528,0.13289,242.49,181091259199,2353647.45238,-4058800000,745550000,17685600000,-8043900000,,,11463400000,500000000,5701200000,35422600000,-5807999999,906200000,8789500000,-1288900000,243100000,-7774300000,0.81334,0.44341,0.31715,-1.18738,1.77123
1063682,MDU RESOURCES GROUP INC,MDU,US5526901096,5624043000,572453000,417693000,380943000,14.39955,0.05034,11.4,6031950842,2433185.14286,-4543574000,527595694,1080469000,-508016000,,,864190000,51549000,1461945000,2387049000,3198802000,-28166000,689783000,-600205000,47923000,-95990000,0.19212,0.10179,0.07427,0.13058,0.91202
949729,MEDICAL PROPERTIES TRUST INC,MPW,US58463J3041,1407821000,941325000,519338000,1169989000,21.56269,0.02721,20.07,11791405980,4472079.16667,,557963250,,-466496000,-136878000,,1246738000,,2973063000,10047108000,8217081000,-18243000,693828000,-2729318000,1141888000,2355988000,,0.66864,0.36889,0.0632,2.25285
73420,Medtronic plc,MDT,IE00BTN1Y115,31597000000,5151000000,3881000000,6199000000,44.97058,0.04228,129.7,174304372146,3786258.16667,-10577000000,1345650000,21020000000,-15869000000,-10279000000,-2622000000,7855000000,6000000,22434000000,25964000000,51664000000,-493000000,7254000000,-3658000000,-967000000,-7150000000,0.66525,0.16302,0.12283,0.07512,1.59727
18591362,Melco Resorts & Entertainment Limited,MLCO,US5854641009,,,,,,,10.29,14987878323,5073707.7381,,,,,,,,430206000,2076197570,,2296273415,-91000000,557000000,-5628000000,,7450000000,,,,,
825113,Mercedes-Benz Group AG,MBG.DE,n/a,203430644666,19634571373,15738829385,30081507299,4.76345,0.04465,70.08,74971584000,2299824.38095,-160809442168,1069812718,42621202499,-26575211441,-17805694048,-7731846471,29360312418,73486083615,143823503296,171725602484,86863390049,3741062792,29926831179,-6148698923,-14424191,-18170571535,0.20951,0.09652,0.07737,0.18119,1.91129
262201,"Merck & Co., Inc.",MRK,US58933Y1055,48548000000,6298000000,5571000000,1884000000,34.10836,0.06143,71.68,190209844821,9999009.52381,-15788000000,2591470000,32760000000,-26462000000,-10449000000,-16013000000,9674000000,2488000000,28665000000,26521000000,33388000000,-4052000000,9409000000,-10244000000,-139000000,-2315000000,0.6748,0.12973,0.11475,0.16686,0.33818
121021,"Meta Platforms, Inc.",META,US30303M1027,104790000000,44560000000,38956000000,37392000000,26.68272,0.22833,364.72,1030698720000,12918196.14286,-19934000000,2846250000,84856000000,-40296000000,-19033000000,-21263000000,52079000000,,80697000000,0,138227000000,-3749000000,49358000000,-34841000000,-14672000000,-19852000000,0.80977,0.42523,0.37175,0.28183,0.95985
380562,METLIFE INC,MET,US59156R1086,69519000000,5865000000,4413000000,,12.5961,0.00571,61.72,54030611146,4300218.28571,,891675000,,,,,,393000000,,14911000000,69423000000,,12696000000,-8886000000,-3257000000,-3040000000,,0.08437,0.06348,0.06357,
1067477,MGIC INVESTMENT CORP,MTG,US5528481030,1194094000,834484000,585313000,812267000,8.63748,0.07726,14.92,5062689552,2377486.7381,,338849000,,,,,899311000,,,0,4914707000,-235983000,661606000,-1132382000,0,290336000,,0.69884,0.49017,0.11909,1.38775
949731,MGM Growth Properties LLC,MGP,US55303A1051,777369000,504799000,188348000,748593000,28.17545,0.01856,40.02,6268972920,1469833.64286,,138372504,,-272570000,-15428000,,736909000,4162918000,819553000,4162918000,5146117000,1026000,683752000,0,792569000,-1111466000,,0.64937,0.24229,0.0366,3.97452
139431,MGM Resorts International,MGM,US5529531015,6535165000,-841680000,-1209412000,-307076000,-16.98013,-0.03289,41.54,20376853227,6022395.7619,-3713616000,494366250,2821549000,-3663229000,-2211079000,,325556000,,6574543000,12574939000,11214646000,-90673000,-39125000,-455533000,-339661000,1285590000,0.43175,-0.12879,-0.18506,-0.10784,0.25391
333440,MICROCHIP TECHNOLOGY INC,MCHP,US5950171042,5698100000,1160500000,478600000,2155700000,87.38312,0.0294,80.55,44065909990,3852741.33333,-2110000000,532225000,3588100000,-2427600000,-638300000,-876800000,2293200000,,2157100000,8527400000,5519900000,-52200000,2044600000,-269100000,61500000,-1876000000,0.6297,0.20366,0.08399,0.0867,4.50418
60906,MICRON TECHNOLOGY INC,MU,US5951121038,25487000000,4485000000,4129000000,406000000,20.08205,0.07381,74.3,83141700000,19082091.04762,-16908000000,1116000000,8579000000,-4094000000,-889000000,-2588000000,10645000000,297000000,18561000000,6715000000,42259000000,-244000000,10855000000,-10793000000,177000000,-619000000,0.3366,0.17597,0.162,0.09771,0.09833
59265,MICROSOFT CORP,MSFT,US5949181045,168088000000,69916000000,61271000000,72939000000,36.96803,0.18357,299.87,2258493260608,21117651.35714,-52232000000,7553500000,115856000000,-45940000000,-25224000000,-20716000000,81602000000,10246000000,184406000000,60320000000,141988000000,2128000000,76740000000,-27577000000,-25692000000,-48486000000,0.68926,0.41595,0.36452,0.43152,1.19043
16239121,"Mitsubishi UFJ Financial Group, Inc.",MUFG,US6068221042,,,,,,,5.84,79318851501,1361550.69048,,,,,,,,,,,,-335718000000,-61747346000000,59931869000000,-228141000000,-1609665000000,,,,,
917766,"Moderna, Inc.",MRNA,US60770K1079,7019655000,3817845000,3494879000,9619533000,48.36622,0.21636,430.05,173310150000,18870844.61905,,398423932,,-2250877000,-325531000,-1925346000,3918051000,,10969000000,0,6704000000,5484738000,9191037000,-5426389000,1996854000,75835000,,0.54388,0.49787,0.52131,2.75247
248956,MOLSON COORS BREWING CO,TAP,US60871R2094,9885600000,1592800000,-554300000,2877999999,-17.92174,-0.01944,45.8,9301718665,1566567.30952,-5785400000,216900000,4100200000,-2507400000,-2507400000,,2424500000,1525100000,3602100000,8227000000,13236400001,418899999,1384299999,-272200000,4599999,-624500001,0.41476,0.16112,-0.05607,-0.04188,-5.19213
378190,Mondelez International,MDLZ,US6092071058,27843000000,4654000000,4314000000,5689000000,20.13676,0.06489,60.94,85603101991,6101703.85714,-16582000000,1419500000,11261000000,-6607000000,-6265000000,,5806000000,1969000000,8654000000,19015000000,27620000000,-674000000,4198000000,1317000000,-2168000000,-5262000000,0.40445,0.16715,0.15494,0.15619,1.31873
333441,Monster Beverage Corp,MNST,US61174X1090,5148395000,1801023000,1538346000,2035375000,32.46274,0.21754,47.32,50023128217,3095846.14286,-2169406000,1056220500,2978989000,-1177966000,,,1857428000,,3950675000,0,5905498000,-4593000,1510291000,-903343000,39614000,41832000,0.57862,0.34982,0.2988,0.26049,1.32309
86439,MORGAN STANLEY,MS,US6174464486,55775000000,17827000000,13253000000,3763000000,13.79456,0.01141,101.75,185649088873,7736280.14286,,1731250000,,,,,22030000000,247525000000,,471667000000,108162000000,-20550000000,-763000000,-23724000000,-5680000000,42234000000,,0.31962,0.23762,0.12253,0.28394
