SimFin ID,Company,Ticker,ISIN,Price Close,MCAP,Volume (SMA 2m),D&A,Cash and eq.,Cur. liab.,Liabilities,Assets,CROIC,Taxes
1234774,JANUS HENDERSON GROUP PLC,JHG,JE00BYPZJM29,37.75,6012216113,1018128.83333,21100000,1292800000,610600000,1591900000,6413400000,0.15046,-120300000
1253405,"JD.com, Inc.",JD,US47215P1066,26.92,84642837616,13713804.52381,1075286214,26396906415,36878704728,46169944893,87314723765,,-1186336899
378180,Jefferies Financial Group Inc.,JEF,US47233W1099,60.83,12499998247,1275805.38095,147744000,10841622000,35542463000,53047938000,63000530000,-0.03316,-183018000
89661,JOHNSON & JOHNSON,JNJ,US4781601046,167.07,402178199446,6676104.2619,7269000000,25475000000,53933000000,109550000000,181088000000,0.20813,-2308000000
360440,JOHNSON CONTROLS INC,JCI,IE00BY7QL619,72.87,48678147316,4762135,914000000,862000000,12724000000,26182000000,43325000000,0.08088,-42000000
243510,JPMORGAN CHASE & CO,JPM,US46625H1005,209.25,595350719125,8544662.66667,9362000000,27265000000,,3802451000000,4143003000000,,-14761000000
385619,JUNIPER NETWORKS INC,JNPR,US48203R1041,39.03,12847250546,2760818.95238,178400000,1121700000,2043600000,4926300000,9428300000,0.06202,22300000
18720459,Kanzhun Limited,BZ,US48553T1060,12.44,10944746558,4573997.16667,36574174,831120090,604906685,626216787,2490516593,0.05633,-17325211
821503,KB HOME,KBH,US48666K1097,86.75,6361765880,1150244.5,37496000,643536000,2812402000,2813976000,6805680000,0.13571,-182600000
1333029,KE Holdings Inc.,BEKE,US4824971042,13.78,16314477419,5311170.85714,198196993,7481618714,6642900208,6681733560,16705009421,0.10407,-281903924
97995,KELLOGG CO,K,US4878361082,80.64,27602087789,4887601.7381,374000000,272000000,4774000000,11872000000,15299000000,0.11897,-247000000
9075752,Kenvue Inc.,KVUE,n/a,23.39,44795764457,15310922.14286,617000000,1014000000,5937000000,16265000000,26443000000,0.54001,-315000000
378130,Keurig Dr Pepper Inc.,KDP,US49271V1008,37.5,50853239138,6994445.19048,543000000,438000000,7509000000,27626000000,52344000000,0.01855,-649000000
378174,KeyCorp,KEY,US4932671088,16.57,15628753296,14968110.04762,112000000,1326000000,,172661000000,187450000000,-0.03601,-178000000
186556,"Keysight Technologies, Inc.",KEYS,US49338L1035,150.49,26116539494,1263993.35714,252000000,1632000000,1949000000,4093000000,9323000000,0.11613,20000000
384594,KIMBERLY CLARK CORP,KMB,US4943681035,141.66,47711715129,2126030.40476,749000000,1163000000,7011000000,15999000000,17280000000,0.34609,-583000000
378175,Kimco Realty,KIM,US49446R1095,23.58,15895564874,3792640.2619,554586000,234623000,7933168000,8707560000,19504177000,0.05808,-71323000
88392,"KINDER MORGAN, INC.",KMI,US49456B1017,21.56,47851613979,13141711.78571,2299000000,98000000,5958000000,39008000000,70702000000,0.08456,-728000000
3308077,KINROSS GOLD CORP,KGC,CA4969024047,9.39,11529398576,15021551.7381,784000000,418100000,751500000,4514200000,10396400000,0.02974,-76100000
949714,KITE REALTY GROUP TRUST,KRG,US49803T3005,26.7,5865072561,1375090.2619,412241000,273835000,3209244000,3459347000,6958920000,0.06035,-807000
805180,KKR & Co. Inc.,KKR,US48251W1045,127.97,113565681316,3335652.11905,,117587165000,58889504000,289939212000,348469179000,,-1209991000
132518,KLA TENCOR CORP,KLAC,US4824801009,739.6,99420746271,1072490.33333,401730000,4503995000,4158848000,12065238000,15433566000,0.33164,-428136000
993639,Knight-Swift Transportation Holdings Inc.,KNX,US4990491049,52.48,8494622720,1963283.90476,787867000,186473000,1650100000,5499972000,12570325000,0.00905,-8190000
693432,Kraft Heinz Co,KHC,US5007541064,35.04,42366124551,7599367.14286,994000000,900000000,7486000000,39766000000,88797000000,0.06497,-872000000
258154,KROGER CO,KR,US5010441013,55.04,39820684741,4206823.57143,3179000000,2846000000,16378000000,39166000000,51579000000,0.09382,-616000000
1346698,"Kyndryl Holdings, Inc.",KD,US50155Q1004,22.98,5313147982,1681813.54762,2157000000,1269000000,4230000000,9060000000,10163000000,-0.33927,-323000000
101897,LAM RESEARCH CORP,LRCX,US5128071082,76.6,99485016000,13311054.28571,359699000,5847856000,5151742000,10205274000,18744728000,0.36363,-532450000
1077538,"Lamb Weston Holdings, Inc.",LW,US5132721045,65.69,9437723882,3526016.33333,306800000,71400000,1624100000,5579200000,7367000000,0.06541,-229700000
1076498,LAS VEGAS SANDS CORP,LVS,US5178341070,41.4,30488273539,6502792.33333,1282000000,4711000000,3369000000,17219000000,21113000000,0.17602,-334000000
1234777,LATTICE SEMICONDUCTOR CORP,LSCC,US5184151042,51.22,7056693825,3441910.7381,36239000,109216000,80284000,128671000,827520000,0.12425,45045000
80077,LENNAR CORP /NEW/,LEN,US5260571048,183.31,51362715369,1828261.80952,121871000,4950128000,7298615000,12173269000,38951199000,,-1286325000
705588,LEVI STRAUSS & CO,LEVI,US52736R1023,19.7,7830810853,1332976.16667,174600000,641400000,1869100000,4232200000,6185900000,0.17693,11400000
670717,Liberty Global plc,LBTYA,GB00B8W67662,20.37,11319511713,1551845.21429,2264800000,3215800000,4030400000,22521500000,40838300000,0.04873,-279300000
378181,Lilly (Eli) & Co.,LLY,US5324571083,906.18,861256831508,3214186.19048,1613700000,3364000000,27121200000,58239300000,71874800000,0.17817,-1647100000
243942,LINCOLN NATIONAL CORP,LNC,US5341871094,29.96,5099105356,1420368.71429,,5475000000,,382211000000,384533000000,,-309000000
1117109,LINDE PLC,LIN,IE00BZ12WP82,471.66,225218940933,1444833,3815000000,4626000000,13504000000,40664000000,80215000000,0.12169,-1917000000
682157,"Live Nation Entertainment, Inc.",LYV,US5380341090,102.92,23889146224,1604486.33333,285214000,6398722000,11627149000,18895912000,20453984000,0.06758,-210317000
124743,LKQ CORP,LKQ,US5018892084,40.84,10751378144,1944802.11905,384000000,276000000,2904000000,9067000000,15211000000,0.12299,-256000000
103644,LOCKHEED MARTIN CORP,LMT,US5398301094,567.01,135151371281,1047363.92857,1481000000,2523000000,18493000000,48901000000,55076000000,0.28327,-1145000000
186050,LOWES COMPANIES INC,LOW,US5486611073,256.72,145635759066,2276689.95238,1949000000,4690000000,18246000000,58697000000,44934000000,0.4506,-2190000000
639823,LPL Financial Holdings Inc.,LPLA,US50212V1008,210.51,15738335974,1039296.7619,387257000,1318894000,4545540000,8988380000,11503727000,0.15265,-341312000
1291785,"Lucid Group, Inc.",LCID,US5494981039,37.8,8765353926,3459011.02381,263351000,3216429000,1010886000,4056060000,8223268000,-0.55477,-433000
90670,lululemon athletica inc.,LULU,US5500211090,268.41,31581268226,2533342.88095,1254689,1610112000,1468651000,2712490000,6744135000,0.30727,-661297000
373834,"Lumen Technologies, Inc.",LUMN,US5502411037,6.32,6426239541,47476930.66667,2997000000,1495000000,3738000000,32477000000,32943000000,0.0533,101000000
939173,"Lyft, Inc.",LYFT,US55087P1049,12.25,5024428187,14981565.02381,130743000,1800327000,3640838000,4419456000,4997084000,0.03798,-7717000
378183,LyondellBasell,LYB,NL0009434992,94.99,30880224438,1656641.30952,1499000000,2839000000,6147000000,23487000000,37064000000,0.12055,-517000000
378185,Marathon Oil Corp.,MRO,US5658491064,27.36,15432011335,5541075.2381,2215000000,49000000,2849000000,8524000000,19668000000,0.11076,-333000000
353184,Marathon Petroleum Corp,MPC,US56585A1025,163.87,54844675274,2411629.14286,3338000000,8499000000,24000000000,57141000000,85229000000,0.20916,-2077000000
98192,MARRIOTT INTERNATIONAL INC /MD/,MAR,US5719032022,235.61,66329578897,1644477,284000000,349000000,9335000000,27831000000,25740000000,0.19528,-401000000
85544,"MARSH & MCLENNAN COMPANIES, INC.",MMC,US5717481023,228.07,112154769938,1501174.61905,731000000,1653000000,,35026000000,48591000000,-0.26366,749000000
198029,MARVELL TECHNOLOGY GROUP LTD,MRVL,US5738741041,72.77,62989712000,12415610.21429,1386800000,847700000,1467700000,6012300000,20491000000,0.00639,44870000
255010,MASCO CORP /DE/,MAS,US5745991068,81.25,17732718169,1625754.2619,149000000,398000000,1645000000,5182000000,5365000000,0.43701,-272000000
331628,Mastercard Inc,MA,US57636Q1040,500.99,462832090638,2262506.40476,857000000,7358000000,15594000000,34851000000,42333000000,0.55109,-2321000000
1333935,Matador Resources Co,MTDR,US5764852050,51.96,6485448245,1465791.78571,851094000,15242000,856541000,3662786000,8518391000,0.29607,-216812000
647179,"Match Group, Inc.",MTCH,US57667L1070,35.94,9268746731,4718019.7381,99622000,843604000,539031000,4499041000,4368929000,0.2597,-114847000
378187,Mattel Inc.,MAT,US5770811025,19.26,6546474000,3523132.80952,174624000,722410000,1011163000,3932687000,5905820000,0.21824,-270456000
243628,MCDONALDS CORP,MCD,US5801351017,293.75,210719578806,3473705.2381,2007500000,792000000,3910000000,58625000000,53801000000,0.31205,-2094400000
380928,MCKESSON CORP,MCK,US58155Q1031,513.91,66642184759,1014089.83333,645000000,2302000000,56434000000,73051000000,71670000000,0.29489,-659000000
1063682,MDU RESOURCES GROUP INC,MDU,US5526901096,14.64,5387787440,1815217.83333,239530000,94438000,1149859000,4942532000,7960336000,,-15842000
73420,Medtronic plc,MDT,IE00BTN1Y115,88.63,113667132395,6132073.95238,2637000000,7843000000,12204000000,41589000000,89748000000,0.08644,-954000000
18591362,Melco Resorts & Entertainment Limited,MLCO,US5854641009,5.69,7565873891,3949686.33333,543396000,1310715000,1103620000,9175122000,8335072000,,
825113,Mercedes-Benz Group AG,MBG.DE,n/a,63.67,68114166000,2699682.40476,7871979285,27037310112,101125440665,201538517033,289514946793,0.09511,-5847984231
262201,"Merck & Co., Inc.",MRK,US58933Y1055,118.29,299842593516,9546365.78571,4094000000,11354000000,26060000000,68982000000,112630000000,0.20456,-1498000000
121021,"Meta Platforms, Inc.",META,US30303M1027,536.32,1356791320969,13583490.38095,13042000000,58080000000,27004000000,73475000000,230238000000,0.24148,-8682000000
380562,METLIFE INC,MET,US59156R1086,78.28,54821428867,3306445.85714,,20786000000,,648205000000,675745000000,,-785000000
1067477,MGIC INVESTMENT CORP,MTG,US5528481030,25.3,6558613723,1525271.28571,26827000,281788000,,1407001000,6523922000,0.16945,-198275000
139431,MGM Resorts International,MGM,US5529531015,37.21,11303271356,5030289.95238,795662000,2414195000,3000173000,37969148000,41815461000,0.03363,14962000
333440,MICROCHIP TECHNOLOGY INC,MCHP,US5950171042,77,41310890929,6727051.45238,845300000,315100000,1520300000,9433700000,15839700000,0.18911,-309600000
60906,MICRON TECHNOLOGY INC,MU,US5951121038,88.73,98387490856,22548919.59524,7731000000,8379000000,6840000000,22030000000,66255000000,-0.04765,196000000
59265,MICROSOFT CORP,MSFT,US5949181045,435.15,3234486651492,20603459.69048,22287000000,75543000000,125286000000,243686000000,512163000000,0.27467,-19651000000
18773577,MINISO Group Holding Limited,MNSO,US66981J1025,15.3,19334452181,1383073.69048,,,,,,,
16239121,"Mitsubishi UFJ Financial Group, Inc.",MUFG,US6068221042,10.18,125597897166,2645104.14286,383870000000,,,,,,
917766,"Moderna, Inc.",MRNA,US60770K1079,71.99,27672670200,4821102.2381,528000000,8488000000,2363000000,3968000000,15680000000,-0.22265,-1535000000
248956,MOLSON COORS BREWING CO,TAP,US60871R2094,56.08,10944221403,1928025.21429,679600000,1647300000,4236300000,13978500000,27394200000,0.07361,-362500000
378190,Mondelez International,MDLZ,US6092071058,75.1,100318407721,5976507.38095,1258000000,1399000000,22430000000,45378000000,73096000000,0.12797,-1538000000
720635,"MongoDB, Inc.",MDB,US60937P1066,286.8,21185759407,1448978.97619,17568000,2264834000,541155000,1768183000,3131230000,-0.14325,-13487000
333441,Monster Beverage Corp,MNST,US61174X1090,51.07,50025310395,6126349.07143,76427000,1564734000,1352877000,2194581000,8060904000,0.33408,-474153000
86439,MORGAN STANLEY,MS,US6174464486,99.84,161527504420,5623693.2619,4640000000,90160000000,,1110841000000,1212447000000,-0.0182,-3155000000
94993,MOSAIC CO,MOS,US61945C1036,25.65,8173053978,3355454.42857,1001900000,322000000,4118900000,10736400000,22566500000,0.02836,-55200000
11794908,MPLX LP,MPLX,US55336V1008,43.86,44762837837,1573153.38095,1244000000,2501000000,4176000000,24516000000,38402000000,0.16074,-13000000
333627,MURPHY OIL CORP /DE,MUR,US6267171022,35.36,5335379348,1784065.78571,876942000,333619000,927632000,4391170000,9893718000,0.12094,-228704000
378192,NASDAQ OMX Group,NDAQ,US6311031081,72.7,41870862500,3285793.5,497000000,590000000,7791000000,19302000000,30210000000,0.0829,-377000000
149288,"Natera, Inc.",NTRA,US6323071042,127.21,15733514965,1477475.2381,,,,,,,
378193,National Oilwell Varco Inc.,NOV,US6370711011,16.39,6452855796,3620204.97619,323000000,827000000,2242000000,4865000000,11297000000,0.04196,298000000
448043,National Retail Properties Inc,NNN,US6374171063,48.55,8916704652,1121058.42857,242720000,2130000,4401738000,4532373000,8727295000,,
18322825,NatWest Group plc,NWG,US6390571080,9.05,81375219633,2454532.04762,,,,,,,-691000000
183964,"NetApp, Inc.",NTAP,US64110D1046,119.04,24377331299,1695953.07143,254000000,3017000000,4512000000,8382000000,9311000000,0.19404,-291000000
1242010,"NetEase, Inc.",NTES,US64110W1027,77.02,49600880000,1728010.57143,431856031,3590687693,7474651117,8029728445,25810925523,0.2093,-664295516
83548,NETFLIX INC,NFLX,US64110L1061,706.91,303380757990,2994260.11905,916178000,6655912000,10139999000,26986202000,49098895000,0.24918,-1090859000
17708500,New Oriental Education & Technology Group Inc.,EDU,US6475811070,61.25,100910285359,2195950.59524,,260741796,98038637,97784753,396254967,,
103736,NEWMONT MINING CORP /DE/,NEM,US6516391066,53.11,60939969486,7089051.7619,2417000000,2652000000,5732000000,26115000000,55678000000,0.02018,-601000000
188922,NEXTERA ENERGY INC,NEE,US65339F1012,84.97,174643395477,7994406.7381,5871000000,1551000000,26231000000,125288000000,184724000000,0.0259,-285000000
13714917,Nextracker Inc.,NXT,n/a,37.34,5427273148,3017423.97619,,471879000,802957000,1490298000,2626929000,,-181751000
101814,NIKE INC,NKE,US6541061031,80.64,120908305244,11017581.14286,796000000,11582000000,10593000000,23680000000,38110000000,0.28086,-1000000000
3239067,NIO Inc.,NIO,US62914V1061,5.41,11255849882,46092048.30952,477471555,6905850578,8023789398,12187004371,16295653855,-0.29891,-36868603
119873,NISOURCE INC/DE,NI,US65473P1057,34.18,15330066229,4303440.95238,963800000,306000000,2245000000,20078000000,29897600000,-0.01418,-133200000
378195,Norfolk Southern Corp.,NSC,US6558441084,246.24,55673985662,1192619.11905,1328000000,659000000,3667000000,29579000000,42558000000,0.08825,-444000000
407194,NORTHERN TRUST CORP,NTRS,n/a,90.65,18278471556,1079472.40476,663200000,6567000000,,144141300000,156797100000,0.03682,-492600000
744483,Norwegian Cruise Line Holdings Ltd.,NCLH,BMG667211046,19.76,8688300661,13140622.11905,945975000,594098000,6633916000,19420700000,20113833000,0.01611,-9027000
18207904,Novartis AG,NVS,US66987V1098,115.7,236494732180,1120495.2381,5222229822,6125395204,16523997332,27862000000,78299000000,,-1545000000
378196,NRG Energy,NRG,US6293775085,81.32,16782807938,2654893.52381,1175000000,376000000,5638000000,22139000000,25762000000,0.2773,-734000000
18739937,Nu Holdings Ltd.,NU,KYG6683N1034,15.14,55754942682,60531024.16667,,,,,,,
334772,NUCOR CORP,NUE,US6703461052,142.18,33744717977,1433957.59524,1249724000,5434158000,4865261000,12412717000,34185225000,0.16569,-984503000
544815,"Nutanix, Inc.",NTNX,US67059N1081,58.05,15395710026,2265351.90476,72296000,1651381000,1298527000,3394384000,2774924000,0.04857,-22106000
1234783,nVent Electric plc,NVT,IE00BDVJJQ56,66.56,11063278387,1977270.14286,157600000,274000000,654100000,2900300000,6188100000,0.12376,47500000
172199,NVIDIA CORP,NVDA,US67066G1040,115.59,2835422700000,352292842.88095,1602000000,34800000000,13969000000,27070000000,85227000000,0.87048,-8113000000
1150946,NXP Semiconductors N.V.,NXPI,NL0009538784,232.57,59243237530,2679750.66667,990000000,3259000000,3112000000,13851000000,23196000000,0.19093,-542000000
334679,O REILLY AUTOMOTIVE INC,ORLY,US67103H1077,75.19,65421688142,5304770.71429,440273000,145042000,8123208000,15976574000,14393182000,0.47733,-657727000
334205,OCCIDENTAL PETROLEUM CORP /DE/,OXY,US6745991058,52.06,47146354383,10933467.16667,6903000000,1845000000,9699000000,43957000000,76216000000,0.11127,-1564000000
708398,"Okta, Inc.",OKTA,US6792951054,74.21,12605463176,2226456.04762,83000000,2358000000,1660000000,2934000000,9067000000,-0.03659,28000000
782146,OLD DOMINION FREIGHT LINE INC/VA,ODFL,US6795801009,194.66,41714966812,1454920.04762,337811000,104575000,552754000,1231197000,5343096000,0.38178,-414578000
6481068,Old National Bancorp,ONB,US6800331075,18.92,6034912400,1974382.57143,63530000,1233046000,,47044573000,53119645000,0.00913,-194427000
448187,Old Republic International Corp,ORI,US6802231042,35.39,9148100572,1051722.07143,,136900000,,20662800000,27064300000,,-161400000
448155,Olin Corp,OLN,US6806652052,43.52,5115391631,1294849.97619,518200000,182100000,1439300000,5491300000,7660600000,0.15335,-70100000
102057,"Ollie's Bargain Outlet Holdings, Inc.",OLLI,US6811161099,99,6073488729,1158588.78571,32997000,353144000,297841000,783622000,2374293000,0.10769,-51928000
531049,OMEGA HEALTHCARE INVESTORS INC,OHI,US6819361006,40.55,10455367395,1679885.83333,305263000,35193000,287354000,4947958000,8848546000,0.06341,-10482000
251397,OMNICOM GROUP INC.,OMC,US6819191064,101.73,19903356798,1295813.5,226100000,2711700000,14957100000,22667500000,27324200000,0.18735,-540000000
18468487,On Holding AG,ONON,CH1134540470,49.25,13997602392,5182797.69048,34362683,741051903,222393132,421053425,1341358889,-0.18319,-11639097
136025,ON SEMICONDUCTOR CORP,ON,US6821891057,71.42,30593193876,7014133.71429,630200000,2681000000,2098000000,5300400000,13658800000,0.12265,-310300000
687414,"OneMain Holdings, Inc.",OMF,US68268W1036,48.53,5812492308,1041312.69048,268000000,667000000,,21932000000,25085000000,,-178000000
334076,ONEOK INC /NEW/,OKE,US6826801036,94.66,55288437646,2796740.11905,953000000,36000000,3979000000,27826000000,44535000000,0.09876,-814000000
10383330,"Option Care Health, Inc.",OPCH,US68404L2016,31.26,5346199924,1301535.42857,62201000,376872000,695407000,1937161000,3348592000,0.11489,-66693000
257930,ORACLE CORP,ORCL,US68389X1054,167.47,464054010960,8662288.16667,6092000000,10911000000,43083000000,132945000000,144214000000,0.14064,-1559000000
1243189,Organon & Co.,OGN,US68622V1061,20.55,5291079952,1693264.92857,252000000,704000000,2755000000,12010000000,12154000000,0.14594,345000000
1299459,"Oscar Health, Inc.",OSCR,US6877931096,21.93,5305069809,2854779,32345000,2268154000,,3865581000,5006149000,0.13913,-5742000
1161716,Otis Worldwide Corp,OTIS,US68902V1070,96.09,38489307561,2004115.16667,179000000,942000000,7895000000,14740000000,9858000000,0.66151,-490000000
980326,Ovintiv Inc.,OVV,US69047Q1022,39.93,10525873829,2803480.59524,2188000000,8000000,3200000000,17651000000,19809000000,0.14555,-414000000
406606,PACCAR INC,PCAR,US6937181088,97.99,51368496730,2929000.35714,0,8017000000,11747500000,23473700000,41176600000,0.12582,-1262300000
1039027,Palantir Technologies Inc.,PLTR,US69608A1088,36.45,76184400150,52615139.33333,33129000,3998459000,762794000,1054074000,5191880000,0.02242,-25708000
199345,Palo Alto Networks Inc,PANW,US6974351057,168.97,110033264000,6252909.47619,283300000,2578800000,6718800000,14821200000,19990900000,0.0099,1589300000
3308037,PAN AMERICAN SILVER CORP,PAAS,CA6979001089,20.89,7617743410,3278529.59524,316036000000,142342000000,380840000000,1046880000000,3248498000000,0.00874,-39118000
378106,Paramount Global,PARA,US92556H2067,10.44,6960498075,10074653.04762,433000000,2315000000,10206000000,28944000000,45890000000,,272000000
106287,PAYCHEX INC,PAYX,US7043261079,134.93,48561039974,1623045.64286,176500000,1502800000,5411700000,6582100000,10383100000,0.48234,-527400000
109664,"PayPal Holdings, Inc.",PYPL,US70450Y1038,71.77,73372867616,12009100.66667,1061000000,13616000000,50713000000,63394000000,84016000000,-0.03111,-1204000000
448267,Pegasystems Inc,PEGA,US7055731035,33.23,5676325007,1401687.61905,18005000,665076000,515962000,1101130000,1536532000,0.18863,-21386000
334445,PENTAIR plc,PNR,IE00BLS09M33,93.91,15541892388,1400614.2619,115000000,214300000,950400000,3115100000,6548000000,0.13673,-1400000
218222,PEPSICO INC,PEP,US7134481081,176.87,242943750388,5186317.38095,3059000000,8051000000,30315000000,80908000000,100513000000,0.10091,-2254000000
180458,Performance Food Group Co,PFGC,US71377A1034,75.87,11823219962,1025223.33333,556700000,20000000,3758100000,9266000000,13392900000,0.12265,-160900000
6481020,Permian Resources Corporation,PR,n/a,13.88,11139212005,9627799.54762,1440238000,47849000,1115701000,5748780000,15408702000,0.20521,-226372000
18697020,Petróleo Brasileiro S.A. - Petrobras,PBR-A,US71654V1017,13.47,100246856716,5007328.54762,11591000000,,,,,,-6732000000
262090,PFIZER INC,PFE,US7170811035,29.83,169037513759,31846808.38095,6697000000,7100000000,43818000000,128218000000,216191000000,0.01786,1600000000
378198,PG&E Corp.,PCG,US69331C1080,19.86,51937966375,13094263.42857,3739000000,1315000000,17604000000,104283000000,130788000000,-0.03121,753000000
82860,Philip Morris International Inc.,PM,US7181721090,123.23,191598193035,5219997.07143,930000000,4807000000,22786000000,73724000000,65782000000,0.33234,-2761000000
353084,Phillips 66,PSX,US7185461040,128.3,53702426179,2632653.83333,2007000000,2444000000,17720000000,45438000000,75945000000,0.12566,-1640000000
998407,Physicians Realty Trust,DOC,US71943U1043,21.94,5241714098,5090812.66667,191091000,156779000,1722386000,2266095000,5155621000,,
423305,PILGRIMS PRIDE CORP,PPC,US72147K1088,41.47,9833493962,1058730.7381,428084000,1317087000,2484345000,6332976000,10078457000,0.21066,-219682000
1253410,Pinduoduo Inc.,PDD,US7223041028,98.38,541433459140,13439865.21429,330516620,149438746000,116287444000,119349042000,237119953000,,-1674964657
979810,"PINTEREST, INC.",PINS,US72352L1061,29.36,20146702288,10966716.7381,20007000,2735183000,367703000,549463000,3747516000,0.23913,-37179000
980332,PLAINS ALL AMERICAN PIPELINE LP,PAA,US7265031051,17.79,12472236309,2264775.52381,1044000000,553000000,5406000000,13875000000,27453000000,0.07338,-101000000
948485,"Planet Fitness, Inc.",PLNT,US72703H1014,81.62,6951334295,1452447.61905,155833000,391492000,272126000,3293870000,2974040000,0.11344,-66432000
348075,"PNC FINANCIAL SERVICES GROUP, INC.",PNC,US6934751057,181.49,72141597135,1758886.21429,166000000,6242000000,,503838000000,556519000000,,-1115000000
256062,PPG INDUSTRIES INC,PPG,US6935061076,127.46,29736418000,1399012.02381,567000000,1192000000,5225000000,13784000000,21729000000,0.22102,-495000000
26853,PPL Corp,PPL,US69351T1060,32.4,23903855050,4968811.7381,1352000000,282000000,2103000000,25588000000,39839000000,0.00635,-203000000
367240,PRINCIPAL FINANCIAL GROUP INC,PFG,US74251V1026,83.82,19411347075,1237442.38095,,4816600000,,279163700000,308777300000,,-155600000
1374845,"PROCORE TECHNOLOGIES, INC.",PCOR,US74275K1088,57.48,8488936617,2091721.95238,78317000,401669000,624778000,711237000,1967035000,-0.01335,-1646000
133209,PROCTER & GAMBLE Co,PG,US7427181091,175.88,414030487594,6712833.30952,2896000000,9482000000,33628000000,71811000000,122371000000,0.25149,-3787000000
378203,Progressive Corp.,PGR,US7433151039,256.91,150463622905,2281125.66667,288100000,90200000,,74552600000,97893000000,0.12156,-1814700000
113992,"Prologis, Inc.",PLD,US74340W1036,128.87,119322150570,3239685.28571,2555166000,598347000,5709477000,35614097000,93537418000,0.00308,-175599000
78741,PRUDENTIAL FINANCIAL INC,PRU,US7443201022,118.68,42606120000,1667768.45238,286000000,18735000000,,696409000000,725823000000,,-520000000
18630300,Prudential plc,PUK,US74435K2042,16.65,45846120587,1035990.83333,,,,,,,
117316,PUBLIC SERVICE ENTERPRISE GROUP INC,PEG,US7445731067,84.73,42209238130,2781958.92857,1154000000,113000000,5344000000,36558000000,52382000000,-0.00758,-167000000
404717,PULTEGROUP INC/MI/,PHM,US7458671010,140.46,29148825675,1943008.16667,84511000,1392902000,4797204000,5321246000,16544069000,0.21164,-889210000
40474,"Pure Storage, Inc.",PSTG,US74624M1027,49.8,16319056321,3034016.54762,134330000,1820481000,1282994000,2328112000,3781273000,0.12094,-30333000
1253130,QIAGEN N.V.,QGEN,NL0012169213,45.66,10419737793,1308396.42857,205336000,1418266000,974523000,2821124000,6287735000,0.12403,-89390000
35151,"Qorvo, Inc.",QRVO,US74736K1016,100,9486134600,1419241.07143,184281000,1082415000,1216544000,2961044000,6447299000,0.12648,-150846000
85758,QUALCOMM INC/DE,QCOM,US7475251036,168.7,187931800000,9172686.02381,1729000000,13032000000,9855000000,28071000000,52741000000,0.30927,-336000000
10383324,R1 RCM Inc.,RCM,US77634L1052,14.16,5977062916,5661221.5,303000000,163000000,411300000,2958100000,5778300000,0.0364,-18800000
110931,RANGE RESOURCES CORP,RRC,US75281A1097,29.53,7148893426,1977887.92857,353322000,251052000,1132501000,3405195000,7266223000,0.07141,-92120000
744727,RAYMOND JAMES FINANCIAL INC,RJF,US7547301090,120.68,24853254339,1162691.64286,167000000,9095000000,,69438000000,80628000000,,-568000000
81605,REALTY INCOME CORP,O,US7561091049,62.49,54420516824,4675507.40476,2158056000,442820000,5034804000,29146467000,68060931000,-0.06956,-58283000
6475604,REGENCY CENTERS CORP,REG,US7588491032,73.68,13372676414,1023966.52381,384967000,,5111010000,5421010000,12384180000,,
378207,Regions Financial Corp.,RF,US7591EP1005,22.53,20617763501,7366458,201000000,2955000000,,138509000000,154052000000,,-429000000
101495,"REPUBLIC SERVICES, INC.",RSG,US7607591002,201.75,63363276902,1045852.16667,1699300000,490600000,4533600000,20927800000,31934100000,0.11468,-456500000
129653,RESMED INC,RMD,US7611521078,250.88,36862330015,1014671.52381,176870000,238361000,1047998000,2008351000,6872394000,0.29734,-243848000
716651,Restaurant Brands International Inc.,QSR,CA76131D1033,69.28,31217685984,1721288.19048,204000000,942000000,2617000000,19898000000,24849000000,0.0755,198000000
139560,"Rexford Industrial Realty, Inc.",REXR,US76169C1009,51.26,11251146285,1446869.11905,260462000,125710000,3861854000,3953016000,12368192000,,
1301815,RIO TINTO PLC,RIO,US7672041008,62.92,101917816000,2658567.38095,,9673000000,28370000000,47208000000,103549000000,,-3832000000
562880,Rithm Capital Corp.,RITM,n/a,11.89,5822918498,2830760.52381,,10563833000,14645248000,34598275000,42018889000,,-74262000
1329539,"Rivian Automotive, Inc. / DE",RIVN,US76954A1034,13.1,13208384684,25715515.45238,1080000000,7867000000,2086000000,8536000000,15354000000,-0.46729,2000000
378208,Robert Half International,RHI,US7703231032,63.86,6645048601,1137895.71429,53704000,547370000,635274000,1457594000,2937749000,0.21004,-128917000
1249895,"Robinhood Markets, Inc.",HOOD,US7707001027,22.64,20029099528,14110325.83333,71000000,9108000000,11486000000,34224000000,41346000000,0.00672,-7000000
1338975,Roblox Corp,RBLX,US7710491033,45.74,29602928000,6040985.85714,214644000,2412095000,3301092000,6359215000,6470516000,-0.21026,-2122000
11794912,"Rocket Companies, Inc.",RKT,US77311W1018,20.67,41121894811,3482000.85714,109255000,1309494000,7727561000,14740431000,23648714000,0.00018,657000
1374136,Roivant Sciences Ltd.,ROIV,BMG762791017,12.05,8911237979,4579056.30952,34350000,5678514000,220443000,289446000,6496448000,0.5245,-64308000
617783,"ROKU, INC",ROKU,US77543R1023,74.67,10803904333,3812835.83333,174084000,2058465000,1096559000,1713585000,4104374000,-0.19385,-541000
744726,ROLLINS INC,ROL,US7757111049,51.4,24893731376,1600372.80952,105832000,106697000,609950000,1530444000,2766502000,0.38863,-158026000
